OBJECTID,STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA,STATUS,DATE,LATDD,LONGDD,x,y,
314638,29,885,1,1,1,55,0,5,510,65000,CST BROADWAY ST,,IS 55 N,S 34 T 45 N R 7 E,99.99,332.452,1,12,0,38353027,90125133,1,3,1,1,11,1965,4,3,49343,2023,6,18.9,0,16,0,1,1,1,1,5,N,0,0,A,1,1,2,1,0,0,4,0,16.5,15.2,55.2,0.2,0.2,16.5,17.3,99.99,H,4.75,H,3,1.4,6,6,6,N,N,1,72.9,1,44.1,6,2,5,5,N,8,35,1,6.5,823,24,N,N,N,,,,1405,140,2107,2024,,,,1,R,1,,1,0,1985,1,3,1,0,12,1,,Y,N,61679,2043,,N,29,F,6,954.96,AM,1202,38.591758,-90.214264,-90.2142640002699,38.5917580001024,
291724,29,1244,1,1,1,55,0,5,510,65000,CST S LENORE K SULLIVA,,IS 55 S,S 23 T 45 N R 7 E,99.99,0,1,13,0,38370636,90110373,1,3,1,1,11,1963,8,2,108837,2023,5,16.5,3,0,0,1,1,1,1,5,1,16.8,152.4,A,1,6,4,6,0,0,5,0,35.8,182.9,659.9,0,0,35.8,37.2,99.99,H,14.33,H,0.6,0,5,5,5,6,N,1,62.1,1,36.9,5,7,3,5,8,8,,,0,1022,24,N,Y60,N,,1019,,,,,,175,50,82000400000000,1,N,2,,1,0,2016,5,9,0,1,18,1,2,Y,5,136046,2043,,N,29,F,5,24548.28,MM,303,38.618878,-90.185475,-90.1854749995553,38.6188779997935,
291870,29,1265,1,1,1,44,0,5,510,65000,RP TRUMAN PKWY TO IS55S,,IS 44 E,S 27 T 45 N R 7 E,99.99,466.397,1,9,0,38363906,90124256,1,3,1,1,11,1965,2,1,41680,2023,6,11.6,0,15,0,0,1,1,1,5,N,0,0,A,1,1,2,1,0,0,3,0,11.4,17.1,39.6,0,0,11.4,12.2,99.99,H,4.6,H,2.6,2.7,7,6,7,N,N,1,68.4,1,41.4,6,5,5,5,N,8,,,0,823,24,N,N,N,,,,,,,,,,,1,N,1,,1,0,1990,1,3,0,0,12,1,,Y,N,52100,2043,,N,29,F,6,483.12,AM,1202,38.610856,-90.211847,-90.211847000353,38.6108559999921,
307574,29,34268,1,5,1,0,0,5,510,65000,IS 64  RP NOR64 TO IS64W,,JEFFERSON AVE S,S 22 T 45 N R 7 W,5.07,3.623,1,76946,0,38373870,90130365,2,3,1,1,14,2013,5,9,19965,2023,0,33.2,0,6,0,1,1,1,1,4,N,0,0,A,5,1,5,4,0,0,2,0,33.2,22.9,46.6,0,0,33.2,34,5.07,H,5.03,H,0.2,1.7,6,7,7,N,N,1,69.3,1,33.3,7,9,3,5,N,8,,,0,723,24,N,N,N,,,,,,,,,,,0,N,2,,1,0,0,1,1,8,1,5,0,,Y,N,27951,2043,,N,29,F,6,1584.4,ST,724,38.627417,-90.217681,-90.2176810002696,38.6274170002399,
291730,29,1245,1,1,1,64,0,5,510,65000,IS 44  CST 4TH ST  CST,,IS 64 E,S 23 T 45 N R 7 E,4.55,62.948,1,6372,0,38372368,90120524,16,3,1,1,11,1964,2,41,34244,2023,5,12.2,0,6,0,1,1,1,0,5,N,0,0,P,1,4,4,3,4,2,6,78,8.8,75.6,2391.8,0,0,8.8,10.3,4.55,H,4.42,H,0,0.6,5,5,6,N,N,1,38.7,1,23.4,5,2,2,5,N,8,31,1,239.2,622,24,Y24,N,N,622,,,79775,7977,119662,2024,,,,1,L,1,,1,0,0,1,3,0,0,12,1,,Y,N,42805,2043,,N,29,F,5,24635.54,MM,303,38.619181,-90.186767,-90.1867669997161,38.6191810000899,
134593,17,82000300000000,1,8,1,0,0,8,163,1660,I-55 EB mainline,,Ramp to EB I-64,WEST OF EXCHANGE AVE,4.75,0.129,1,1006404003,40,38380087,90083725,2,3,1,1,11,1962,1,1,2950,2023,5,9.8,0,55,0,1,1,1,0,5,N,0,0,A,6,1,3,2,0,0,1,0,10.3,21.6,22.7,0,0,9.9,10.9,99.99,H,99.99,H,2,30.4,7,6,7,N,N,6,97.2,6,52.5,6,4,2,5,N,6,31,1,22.3,523,24,N,N,N,,,,395,36,431,,,0,,0,N,1,,1,0,1992,1,0,0,1,11,0,,Y,N,3182,2046,0,N,17,F,6,247.43,ST,724,38.633575,-90.143681,-90.1436810004376,38.6335749998983,
292446,29,13492,1,5,1,0,0,5,510,65000,GRAVOIS AVE,,BINGHAM,S 5 T 44 N R 7 E,4.72,0,0,,,38351366,90153462,1,3,4,4,19,1939,2,4,1500,2023,4,9.1,0,0,1,0,0,0,0,4,N,0,0,P,1,1,1,4,0,0,1,0,9.1,14.6,14.6,0.5,0.5,9.1,11,4.72,H,4.57,H,0.5,0.5,5,5,5,N,N,2,44.1,2,32.4,5,5,3,5,N,3,35,1,2.1,423,24,N,N,N,,,,258,26,387,2024,,,,0,N,2,,0,0,0,1,1,0,0,5,0,,Y,N,2025,2043,,N,29,F,5,160.6,AM,1202,38.587078,-90.259839,-90.2598390003337,38.5870780003408,
134670,17,82013500000000,1,8,1,0,0,8,163,1660,I-55/64, US 40 WB,,MISSOURI AV/FAU 91,1/2 mi W 3RD ST EXIT,99.99,1.207,0,,,38374214,90094151,3,3,1,1,19,1965,2,3,10,2023,6,14.6,0,10,0,0,0,0,0,5,N,0,0,A,1,1,4,2,0,0,3,0,17.4,17.7,42.4,1.5,1.5,14.3,18,99.99,H,99.99,H,2,30.4,7,7,8,N,N,7,62.2,7,43.4,7,9,2,5,N,8,31,1,43.3,523,24,N,N,N,,,,600,60,900,,,0,,0,N,2,,0,0,,1,0,0,0,30,0,,Y,N,10,2046,0,N,17,G,7,763.2,ST,724,38.628372,-90.161531,-90.1615310003418,38.6283719998484
308235,29,34900,1,5,1,0,0,5,510,65000,UP RR,,KINGSHIGHWAY BLVD,S 2037 T 45 N R 7 E,99.99,0,0,,,38365610,90160160,2,3,4,4,14,2015,6,0,39200,2023,0,22.6,0,50,0,1,N,N,N,4,N,0,0,A,5,2,3,2,0,0,1,0,22.6,42.7,44.6,2,2,22.6,24.5,99.99,R,7.09,R,10.8,0,9,9,9,N,N,1,74.7,1,57.6,9,4,9,5,N,8,,,0,423,24,N,N,N,,,,,,,,,,,0,N,2,,1,0,0,1,1,0,1,3,0,,Y,N,52920,2043,,N,29,G,9,1092.7,ST,724,38.615583,-90.267111,-90.2671110000009,38.6155829999277,
134613,17,82002600000000,1,3,1,203,0,8,163,3445,CAHOKIA CANAL,,ILL 203 NB,0.9mi N of 55/70,99.99,1.835,1,0000S20300,0,38392490,90080643,2,3,1,1,14,1960,2,0,13500,2023,5,10.7,0,11,0,1,1,1,1,5,0,0,0,A,1,5,4,2,0,0,3,0,10.4,20.4,57,0.6,0.6,9.1,11.2,99.99,N,0,N,0,0,4,5,7,7,N,6,66.4,6,35.6,5,4,N,5,8,8,,,0,124,24,N,N,N,,,,,,,,,0,,0,L,1,,1,0,,1,9,0,0,10,0,,Y,8,6767,2046,0,N,17,P,4,638.4,ST,724,38.656917,-90.135119,-90.1351190002595,38.6569170002483,
292440,29,13484,1,5,1,0,0,5,510,65000,FOREST PARK PKWY,,GRAND AVE,S 16 T 45 N R 7 E,99.99,0,0,,,38375937,90140311,1,3,4,4,14,1961,4,4,34100,2023,4,20.1,0,0,0,0,0,0,0,5,N,0,0,P,1,1,2,1,0,0,1,0,20.1,17.1,17.4,2,2,20.1,24.4,99.99,H,4.42,H,0.8,0,6,5,6,N,N,2,44.1,2,32.4,5,7,3,5,N,8,,,0,323,24,N,N,N,,,,,,,,,,,0,N,2,,1,0,0,1,6,0,0,5,0,,Y,N,46035,2043,,N,29,F,5,424.56,MM,603,38.633156,-90.23425,-90.2342499998837,38.6331559997214,
291842,29,1261,1,3,7,0,0,5,510,65000,CST 14TH ST,,RP 14TH ST TO IS64,S 23 T 45 N R 7 E,99.99,0.119,1,104524,0,38372745,90121444,8,3,1,1,11,1967,1,4,8035,2023,5,7.3,0,0,0,1,1,1,1,5,N,0,0,P,6,1,2,6,0,0,10,0,5.9,36,245.7,0,0,5.9,7.4,99.99,H,4.55,H,1.8,0,7,7,6,N,N,1,52.2,1,31.5,6,4,4,5,N,6,,,0,622,24,N,N,N,,,,,,,,,,,0,N,1,,1,0,0,1,3,0,0,18,0,,Y,N,10044,2043,,N,29,F,6,1818.18,MM,303,38.630197,-90.210839,-90.2108389998744,38.6301970000211,
130577,17,60600200000000,1,8,1,0,0,8,119,5890,MISS RIVER,,SALISBURY ST/FAU91,VENICE,5.99,0.016,1,9910500000,0,38395438,90105724,32,3,1,1,14,1910,2,0,14300,2021,5,10.4,0,0,1,1,1,1,1,2,1,14.6,152.4,A,1,5,3,10,3,2,3,31,7.3,159.4,1747.4,0,0,7.3,14.4,99.99,N,0,N,0,0,6,5,5,7,N,6,50.9,6,30.5,5,2,N,5,9,3,35,1,1924.8,923,24,Y24,Y60,N,923,921,,7440,744,8184,,297,0,327760000000000,0,N,2,,1,0,2005,1,0,0,1,17,0,1,Y,5,15301,2046,0,N,17,F,5,25162.56,ST,724,38.665106,-90.182567,-90.182567000267,38.6651060001016,
134725,17,82020600000000,1,8,1,0,0,8,163,1660,4TH ST IN E ST LOUIS,,I-55/64 WB CD,WB CD over 4th St,99.99,0.435,1,1007007003,40,38371972,90095714,3,3,1,1,11,1965,2,2,9050,2017,6,17.1,0,53,1,1,1,1,0,5,N,0,0,A,1,1,4,2,0,0,3,0,17.8,27.3,67.4,0,0,17.5,18.4,99.99,H,99.99,H,3,30.4,7,6,7,N,N,6,81.3,6,48.6,6,9,6,5,N,8,,,0,523,24,N,N,N,,,,,,,,,0,,0,N,1,,1,0,1990,1,0,0,1,4,0,,Y,N,18281,2046,0,N,17,F,6,1240.16,ST,724,38.622144,-90.165872,-90.1658720002562,38.6221440000701,
134608,17,82001900000000,1,1,1,55,0,8,163,3445,DRAINAGE CANAL,,I-55/70 & US 40 EB,1/2 Mi E of E St Lou,99.99,6.019,1,0000I05500,0,38383352,90075427,2,3,1,1,11,1960,3,0,33650,2021,6,15.5,0,42,0,1,1,1,1,5,0,0,0,A,1,5,4,2,0,0,3,0,15.6,13.4,39,0,0,15.6,17.1,99.99,N,0,N,0,0,4,7,7,8,N,6,61.6,6,33.4,7,5,N,5,9,8,,,0,523,24,N,N,N,,,,,,,,,0,,1,R,1,,1,0,,1,9,0,0,16,1,,Y,8,33987,2046,0,N,17,P,4,666.9,ST,724,38.642644,-90.131742,-90.1317420004428,38.6426439998734,
305425,29,3223,1,1,1,64,0,5,510,65000,CST N SARAH ST,,IS 64 E,S 17 T 45 N R 7 E,99.99,59.572,1,6372,0,38375184,90145690,1,3,1,1,11,1982,4,2,46556,2023,6,14,1,27,0,1,1,1,1,5,N,0,0,A,1,1,6,2,0,0,3,0,18.5,18.6,45.7,0.2,0.2,18.1,19,99.99,H,4.71,H,2.3,0,6,7,7,N,N,1,63,1,35.1,7,4,4,5,N,8,,,0,723,24,N,N,N,,,,,,,,,,,1,R,1,,1,0,0,1,1,0,1,12,1,,Y,N,58195,2043,,N,29,F,6,868.3,AM,1202,38.631086,-90.249144,-90.2491439999208,38.6310859997599,
291433,29,12046,1,3,1,0,0,5,510,65000,IS 70  RV 70,,MC KINLEY BRG W,S 2 T 45 N R 7 E,99.99,1.308,1,212240,0,38394429,90115068,3,3,1,1,14,2001,2,8,3447,2023,6,7.9,0,31,0,1,0,0,0,5,N,0,0,A,5,1,4,2,0,0,5,0,7.9,24.8,97.5,0,1.6,7.9,10.5,99.99,H,4.65,H,2.4,2,7,7,8,N,N,1,88.2,1,53.1,7,2,3,5,N,8,35,1,10.7,723,24,N,N,N,,,,1456,146,2184,2024,,,,0,N,1,,1,0,0,1,5,0,1,5,0,,Y,N,4826,2043,,N,29,G,7,1023.75,ST,724,38.662303,-90.197411,-90.1974110000753,38.6623030003318,
314673,29,891,1,3,1,30,0,5,510,65000,IS 55  IS 55,,MO 30 E,S 27 T 45 N R 7 E,99.99,84.78,1,6370,0,38363023,90124503,3,3,1,1,14,1965,6,8,15892,2023,4,23.2,2,11,1,0,0,0,0,5,N,0,0,P,1,1,2,6,0,0,2,0,23.2,28.4,78.9,1.2,1.5,23.2,26.7,99.99,H,4.47,H,3.4,2.7,5,5,5,N,N,1,45.9,1,27.9,5,4,3,5,N,8,35,1,8.9,823,24,N,N,N,,,,3137,314,4706,2024,,,,0,N,2,,1,0,1985,1,9,0,0,8,0,,Y,N,22249,2043,,N,29,F,5,2106.63,AM,1202,38.608292,-90.212744,-90.2127439996052,38.6082919996595,
314679,29,892,1,3,7,0,0,5,510,65000,IS 55,,RP IS55N TO IS44W,S 27 T 45 N R 7 E,4.93,0.167,1,6376,0,38363707,90123719,8,3,1,1,11,1965,3,2,17053,2023,6,11,0,53,1,1,1,1,1,5,N,0,0,A,6,1,2,6,0,0,3,0,12,25.1,61,0.2,0.2,11.6,12.7,4.93,H,4.55,H,3.7,2.8,6,6,6,N,N,1,63.9,1,38.7,6,2,3,5,N,5,35,1,7.1,823,24,N,N,N,,,,1252,125,1877,2024,,,,0,N,1,,1,0,1985,1,3,1,4,18,1,,Y,N,21316,2043,,N,29,F,6,774.7,MM,303,38.610261,-90.210364,-90.2103640003965,38.6102609996679,
296039,29,1846,1,1,1,44,0,5,510,65000,CST VANDEVENTER AVE,,IS 44 E,S 20 T 45 N R 6 E,99.99,462.05,1,9,0,38370648,90153644,1,3,1,1,11,1970,4,5,39938,2023,0,20.3,3,39,0,1,1,1,1,5,N,0,0,A,1,1,4,0,0,0,3,0,20.4,29.1,61,0,0,20.3,21.1,99.99,H,5.79,H,1.8,0,7,7,6,N,N,1,72.9,1,43.2,6,6,4,5,N,8,,,0,823,24,N,N,N,,,,,,,,,,,1,R,1,,1,0,2018,1,1,0,1,12,1,,Y,N,49923,2043,,N,29,F,6,1287.1,AM,1202,38.618597,-90.2599,-90.2599000004331,38.6185969997344,
312664,29,6397,1,5,1,0,0,5,510,65000,IS 64,,GRAND BLVD S,S 16 T 45 N R 7 E,99.99,5.481,1,68731,0,38375328,90140538,1,3,1,1,14,1954,5,3,18168,2023,4,20.1,0,0,0,0,0,0,0,5,N,0,0,A,1,1,1,4,0,0,1,0,20.1,26.8,26.8,1.8,1.8,20.1,24.4,99.99,H,4.62,H,2.4,0,5,5,6,N,N,1,99.9,1,70.2,5,5,3,5,N,8,35,1,3.6,723,24,N,N,N,,,,995,99,1492,2024,,,,0,N,2,,1,0,1982,1,4,1,0,5,0,,Y,N,25435,2043,,N,29,F,5,653.92,AM,303,38.631583,-90.234769,-90.2347689997425,38.631583000258,
134771,17,82025400000000,1,8,1,0,0,8,163,1660,Trendley Avenue,,"I-55/64 CD WB """"G""""",PIER G1 TO ABUT G14,5.72,1.062,1,1007007003,40,38370160,90100796,5,3,1,1,11,1968,2,2,11500,2017,5,9.1,0,0,1,1,0,1,N,5,N,0,0,A,6,1,4,3,0,0,13,0,10.5,35.4,379.9,0,0,10,11,99.99,H,99.99,H,4.9,0,7,5,6,N,N,6,36.6,6,22,5,4,9,5,N,6,,,0,1223,24,Y24,N,N,1223,,,,,,,,0,,0,N,1,,1,0,1997,1,9,0,0,11,0,,Y,N,23230,2046,0,N,17,F,5,4178.9,ST,724,38.617111,-90.168878,-90.1688780003521,38.6171110002531,
308628,29,35299,1,5,1,0,0,5,510,65000,METROLINK,,SPRUCE ST,S 363 T 45 N R 7 E,99.99,0,0,,,38372330,90114110,2,3,25,25,19,2016,2,0,2081,2022,0,7.9,0,0,0,1,1,1,1,4,N,0,0,P,1,2,5,6,0,0,1,0,9.1,16.5,17.1,0,0,9.1,17.1,99.99,R,5.03,R,3.8,0,8,9,8,N,N,3,59.4,3,45.9,8,4,3,5,N,8,,,0,422,24,N,N,N,,,,,,,,,,,0,N,2,,0,0,0,2,2,0,1,2,0,,Y,N,2809,2042,,N,29,G,8,292.41,ST,724,38.623139,-90.19475,-90.194749999761,38.6231390002726,
305433,29,32237,1,5,1,0,0,5,510,65000,IS 64,,KINGSHIGHWAY BLVD,S 19 T 45 N R 7 E,99.99,7.519,1,79484,0,38375227,90155621,2,3,1,1,14,2008,8,8,37457,2023,9,40.3,0,0,0,1,1,1,1,4,N,0,0,A,5,1,6,2,0,0,2,0,40.9,22.9,46.3,1.8,1.8,40.3,40.9,99.99,H,4.76,H,3,2.1,6,7,7,N,N,1,65.7,1,39.6,7,9,4,5,N,8,,,0,723,24,N,N,N,,,,,,,,,,,0,N,2,,1,0,0,1,5,0,1,5,0,,Y,N,52440,2043,,N,29,F,6,1893.67,ST,724,38.631186,-90.265614,-90.2656139998007,38.6311860001285,
134840,17,82037800000000,1,8,1,0,0,8,163,1660,I-55/70,,EXCHANGE AVENUE,E ST L AT BOWMAN YD,99.99,3.846,0,,,38380311,90082557,3,3,1,1,17,2011,2,10,1225,2023,9,9.1,0,0,0,1,1,1,1,5,0,0,0,A,1,1,4,2,0,0,2,0,12.5,49.7,92,3.4,0,9.1,13.3,99.99,N,0,N,0,0,8,8,8,N,N,6,73.9,6,44.4,8,5,N,5,N,8,,,0,523,24,N,N,N,,,,,,,,,0,,0,N,2,,0,0,,1,0,0,1,14,0,,Y,N,1263,2046,0,N,17,G,8,1223.6,ST,724,38.634197,-90.140436,-90.1404359999671,38.6341969997763,
134591,17,82000100000000,1,1,1,64,0,8,163,1660,ST CLAIR AVE E ST L,,FAI 64 WB,ST CLAIR AVE E ST L,99.99,4.409,1,0000I06400,0,38375692,90084815,2,3,1,1,11,1960,2,4,37250,2023,6,11,0,24,0,0,1,1,1,5,N,0,0,A,6,1,4,2,0,0,1,0,12.8,28.7,29.9,0,0,11.9,13.2,99.99,H,99.99,H,2.9,30.4,7,7,6,N,N,6,97.2,6,59.6,6,6,4,5,N,8,,,0,523,24,N,N,N,,,,,,,,,0,,1,N,1,,1,0,1992,1,0,0,1,13,1,,Y,N,41865,2046,0,N,17,F,6,394.68,ST,724,38.632478,-90.146708,-90.1467079995516,38.6324780001797,
303335,29,3004,1,1,1,64,0,5,510,65000,CST CLAYTON AVE  IS 64,,IS 64 W,S 16 T 45 N R 7 E,99.99,4.278,1,6373,0,38375564,90141656,1,3,1,1,11,1982,3,18,40171,2023,6,15.8,0,20,0,1,1,1,0,5,N,0,0,A,1,4,4,2,0,0,56,0,16,36.9,1646.8,0,0,15.7,16.7,99.99,H,4.98,H,0.3,1.4,7,5,6,N,N,1,57.6,1,35.1,5,5,3,5,N,8,35,1,164.7,722,24,Y24,N,N,722,,,29027,2903,43540,2024,,,,1,L,1,,1,0,0,1,4,1,1,18,1,,Y,N,50214,2043,,N,29,F,5,27501.56,MM,303,38.631739,-90.246794,-90.246793999951,38.6317390003082,
314596,29,878,1,1,1,55,0,5,510,65000,CST GASCONADE ST,,IS 55 S,S 3 T 44 N R 7 E,99.99,6.883,1,13,0,38344969,90133342,1,3,1,1,11,1965,4,2,45944,2023,6,18.9,0,44,0,1,1,1,1,5,N,0,0,A,1,1,2,1,0,0,3,0,16.5,21.3,49.1,0.2,0.2,16.5,17.3,99.99,H,4.57,H,3.1,0,6,6,6,N,N,1,56.7,1,34.2,6,2,6,5,N,8,35,1,5.9,823,24,N,N,N,,,,1279,128,1919,2024,,,,1,L,1,,1,0,1985,1,3,0,9,12,1,,Y,N,57430,2043,,N,29,F,6,849.43,AM,1202,38.580478,-90.225864,-90.225864000331,38.580478000327,
309724,29,36384,1,3,7,0,0,5,510,65000,TRRA RR,,RP 22ND ST TO IS64,S 363 T 45 N R 7 E,99.99,0.035,1,1085835,0,38373313,90125108,8,3,1,1,11,2020,1,0,10000,2023,0,7.3,0,0,0,1,1,1,1,4,N,0,0,A,1,2,6,4,6,4,3,5,7.3,44.1,262.5,0,0,7.3,8.1,99.99,R,5.64,R,10.2,0,8,9,8,N,N,1,47.7,1,28.8,7,7,3,5,N,8,,,0,822,24,N,N,N,,,,,,,,,,,0,N,1,,1,0,0,1,1,0,1,10,0,,Y,N,12500,2043,,N,29,G,8,2126.25,ST,724,38.625869,-90.214189,-90.2141889999269,38.6258689999587,
134831,17,82033400000000,1,8,1,0,0,8,163,1660,KCSRR  Water St  UPRR,,Rel. IL 3 (Packers,0.6 mi W. of I-70,99.99,3.09,1,2078800000,0,38381143,90094442,2,3,1,1,16,2016,2,0,2350,2018,9,11.6,0,26,0,1,1,1,1,5,N,0,0,A,1,2,4,2,0,0,3,0,11.8,43.7,121.7,0,0,11.6,12.6,99.99,R,7.32,H,7.9,0,8,8,8,N,N,8,55.4,8,42.8,8,7,9,5,N,8,,,0,923,24,N,N,N,,,,,,,,,0,,0,L,1,,0,0,,1,0,0,1,31,0,,Y,N,1187,2046,0,N,17,G,8,1533.42,ST,724,38.636508,-90.162339,-90.1623389999056,38.6365079999273,
296050,29,1848,1,1,1,44,0,5,510,65000,CST TOWER GROVE AVE,,IS 44 E,S 20 T 45 N R 7 E,99.99,462.42,1,9,0,38370520,90152188,1,3,1,1,11,1970,5,2,40545,2023,6,24.4,0,2,0,1,1,1,1,5,N,0,0,A,1,1,2,1,0,0,4,0,24.1,15.1,49.4,0,0,24.1,24.9,99.99,H,4.32,H,5.6,1.4,6,6,7,N,N,1,59.4,1,36,6,6,4,5,N,8,,,0,823,24,N,N,N,,,,,,,,,,,1,R,1,,1,0,2018,1,3,0,1,12,1,,Y,N,50681,2043,,N,29,F,6,1230.06,AM,1202,38.618097,-90.256083,-90.2560830004003,38.6180969999543,
134685,17,82015700000000,1,1,1,64,0,8,163,1660,NSRR,,I-64WB  Ramp to 18,0.4 mi W of 25th St.,99.99,6.164,1,0000I06400,0,38372548,90075375,2,3,1,1,11,1974,3,0,37900,2023,6,18.6,0,7,1,1,1,1,0,5,N,0,0,A,1,2,4,2,0,0,4,0,15,29,82.9,0,0,14.6,15.5,99.99,R,7.11,H,3.7,0,7,7,7,N,N,6,57,6,34,7,4,8,5,N,8,,,0,223,24,N,N,N,,,,,,,,,5,,1,L,1,,1,0,,1,9,0,0,13,1,,Y,N,41713,2046,0,N,17,G,7,1284.95,ST,724,38.623744,-90.131597,-90.1315969997795,38.6237439999842,
292206,29,13140,1,5,1,0,0,5,510,65000,TRRA & UP RR,,TUCKER BLVD,S 23 T 45 N R 7 E,4.85,0,0,,,38372028,90120126,1,3,4,4,14,1979,6,0,21000,2023,6,20.7,0,8,0,1,1,1,1,5,N,0,0,P,1,2,3,2,0,0,18,0,20.7,36,432.8,1.4,1.4,20.7,24.4,4.85,R,7.62,R,3.2,0,6,4,6,N,N,2,56.7,2,37.8,4,2,4,5,N,8,31,1,43.3,323,24,N,N,N,,,,20177,2018,30265,2024,,,,0,N,2,,1,0,0,1,1,0,0,5,0,,Y,N,28350,2043,,N,29,P,4,10560.32,MM,603,38.622275,-90.200308,-90.2003080003913,38.6222750002849,
292919,29,14193,1,5,1,0,0,5,510,65000,RVR DES PERES LAGO,,GRAND DR,S 1201 T 45 N R 6 E,99.99,0.644,0,,,38383446,90163093,2,3,12,4,19,1935,2,0,5000,2023,4,7.7,0,0,0,0,0,0,0,4,0,0,0,P,5,5,3,11,0,0,1,0,7.7,21.9,23.1,2.3,2.3,7.7,12.3,99.99,N,0,N,0,0,4,4,5,8,N,1,16.2,1,9.9,3,2,N,0,9,6,,,0,423,12,N,N,Y24,,,1122,,,,,,,,0,N,2,,0,0,2024,4,1,0,0,5,0,,Y,8,6750,2043,,N,29,P,4,284.13,MM,603,38.645022,-90.274656,-90.2746560003778,38.645022000294,
292441,29,13485,1,5,1,0,0,5,510,65000,FOREST PARK PKWY,,GRAND DR,S 18 T 45 N R 7 E,99.99,0,0,,,38383505,90161206,1,3,4,4,19,1961,4,4,3500,2023,4,18.3,0,20,0,0,0,0,0,5,N,0,0,P,1,1,2,1,0,0,1,0,17.7,19.5,19.9,3,3,17.1,24.4,99.99,H,4.47,H,0.6,0.6,5,4,6,N,N,2,34.2,2,23.4,4,5,2,5,N,8,31,1,2.7,423,12,N,N,N,,,,890,89,1335,2024,,,,0,N,2,,0,0,0,1,6,0,0,2,0,,Y,N,4725,2043,,N,29,P,4,485.56,AM,1202,38.643125,-90.270014,-90.2700140001646,38.6431250002599,
