OBJECTID,STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA,STATUS,DATE,LATDD,LONGDD,x,y,
309085,29,35737,1,1,1,44,0,5,510,65000,CST KINGSHIGHWAY BLVD,,IS 44 E,S 19 T 45 N R 6 E,99.99,461.512,1,9,0,38370594,90155930,2,3,1,1,11,2018,4,7,41430,2023,0,21.3,0,11,0,1,1,1,1,4,N,0,0,A,1,1,5,4,0,0,2,0,20.4,20.4,37.9,0,0,20.4,21.2,99.99,H,4.83,N,0,0,7,7,7,N,N,1,71.1,1,43.2,7,6,N,5,N,8,,,0,823,24,N,N,N,,,,,,,,,,,1,R,1,,1,0,0,1,1,0,1,12,1,,Y,N,51788,2043,,N,29,G,7,803.48,ST,724,38.618317,-90.266472,-90.2664719995932,38.6183170001466,
134825,17,82032300000000,1,1,1,70,0,8,163,1660,KCSRR  CSXRR,,I-70 WB,QuadLevel 55/70WB to 70WB,99.99,3.766,1,0000I07000,0,38380014,90084502,8,3,1,1,11,2014,2,0,21000,2019,9,12.2,0,0,0,1,1,1,1,5,N,0,0,A,1,2,4,2,0,0,3,0,12.4,61,148.4,0,0,12.2,13.2,99.99,R,7.16,H,8.3,0,8,8,8,N,N,8,50.2,8,38.9,8,7,9,5,N,8,,,0,723,24,N,N,N,,,,,,,,,0,,1,N,1,,1,0,,1,0,0,1,16,1,,Y,N,21210,2046,0,N,17,G,8,1958.88,ST,724,38.633372,-90.145839,-90.1458389998884,38.6333720001971,
301700,29,2827,1,3,7,0,0,5,510,65000,FILL,,RP S 7TH BLVD TO I,S 26 T 45 N R 7 E,99.99,0.114,1,902966,0,38364986,90115431,8,3,1,1,11,1978,1,0,7982,2023,6,6.1,0,0,1,1,0,1,1,5,N,0,0,A,1,0,2,1,0,0,3,0,8.4,19.5,49.7,0.2,0.2,8.1,9.1,99.99,N,0,N,0,0,7,7,6,N,N,1,56.7,1,34.2,6,9,N,5,N,8,,,0,823,24,N,N,N,,,,,,,,,,,0,N,1,,1,0,0,1,3,1,1,18,0,,Y,N,9978,2043,,N,29,F,6,452.27,ST,724,38.61385,-90.198419,-90.1984189996557,38.6138500000683,
306918,29,33654,1,1,1,70,0,5,510,65000,IS 44,,IS 70 E,S 14 T 45 N R 7 E,4.72,401.571,1,19,0,38383505,90111921,2,3,1,1,11,2013,2,8,21126,2023,0,11.6,0,46,0,1,1,1,1,4,N,0,0,A,1,1,4,2,0,0,3,0,11.6,37.2,101.1,0,0,11.6,12.4,4.72,H,4.84,H,0.3,1.2,7,8,7,N,N,1,63.9,1,37.8,7,4,3,5,N,8,,,0,723,24,N,N,Y48,,,723,,,,,,,,1,N,1,,1,0,0,1,1,0,1,19,1,,Y,N,26408,2043,,N,29,G,7,1253.64,ST,724,38.643069,-90.188669,-90.1886689999722,38.6430689996589,
134687,17,82015900000000,1,1,1,64,0,8,163,1660,TRRA,,I-64 WB,0.3mi W of 25th St.,99.99,6.373,1,0000I06400,0,38372303,90074361,2,3,1,1,11,1968,3,0,37900,2023,6,15.2,0,7,0,1,1,1,1,5,N,0,0,A,1,2,4,2,0,0,3,0,14.2,18.9,53.6,0,0,13.7,14.6,99.99,R,7.01,H,30.4,0,6,6,7,N,N,6,66.4,6,35.6,6,3,8,5,N,8,,,0,223,24,N,N,N,,,,,,,,,0,,1,L,1,,1,0,,1,9,0,0,13,1,,Y,N,41713,2046,0,N,17,F,6,782.56,ST,724,38.623064,-90.128781,-90.1287809996544,38.6230639996627,
134836,17,82034900000000,1,8,1,0,0,8,163,1660,Reloc IL Rt 3/RR,,MLK EB to I-55/64,0.7 mi E of Miss. River,99.99,0.37,1,1007004016,0,38374463,90095002,3,3,1,1,11,2015,1,4,1400,2017,9,11,0,0,0,1,1,1,1,5,N,0,0,A,1,4,4,2,0,0,8,0,11.2,46.4,299.7,0,0,11,11.9,99.99,N,0,N,0,0,8,8,8,N,N,8,87.2,8,67.1,8,6,N,5,N,8,,,0,523,24,N,N,N,,,,,,,,,,,0,N,1,,1,0,,1,0,0,1,14,0,,Y,N,1414,2046,0,N,17,G,8,3566.43,ST,724,38.629064,-90.163894,-90.1638939998321,38.6290639998847,
134690,17,82016200000000,1,1,1,64,0,8,163,1660,Metrolink  Abandoned RR,,I-64 EB,0.3mi E of 25th St.,99.99,7.226,1,0000I06400,0,38371684,90070845,11,3,1,1,11,1973,3,0,36450,2023,9,16.5,0,66,0,1,1,1,1,5,N,0,0,A,1,2,4,2,0,0,3,0,14,62.2,148.1,0,0,14.1,15,99.99,R,7.01,H,4.6,0,8,8,8,N,N,6,58.6,6,32.4,8,4,8,5,N,8,31,1,148.1,223,24,N,N,N,,,,3499,349,3848,,,0,,1,R,1,,1,0,2009,1,0,0,1,13,1,,Y,N,39895,2046,0,N,17,G,8,2221.5,ST,724,38.621344,-90.119014,-90.1190140002525,38.6213439997108,
314687,29,893,1,1,1,44,0,5,510,65000,IS 55  CST 12TH ST  IS,,IS 44 E,S 27 T 45 N R 7 E,99.99,466.526,1,9,0,38363626,90123556,8,3,1,1,11,1965,2,13,41680,2023,6,9.2,0,0,0,1,1,1,1,5,N,0,0,A,7,1,2,6,0,0,10,0,9.2,28.9,223.4,0,0,9.2,10,99.99,H,4.52,H,2.5,3.3,6,6,6,N,N,1,63.9,1,38.7,6,4,3,5,N,8,35,1,22.4,922,24,N,N,Y24,,,922,3048,305,4572,2024,,,,1,N,1,,1,0,1990,1,3,1,1,12,1,,Y,N,52100,2043,,N,29,F,6,2234,MM,303,38.610008,-90.209644,-90.209643999798,38.6100079997903,
134596,17,82000600000000,1,1,1,55,0,8,163,1660,TRENDLY AVE. E ST L,,I-55/64, US 40 WB,East of PSC,99.99,1.593,1,0000I05500,0,38370636,90095841,2,3,1,1,11,1965,2,2,29050,2019,6,12.2,0,28,0,1,0,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,12.6,24.4,53.3,0,0,12.2,13.2,99.99,H,99.99,H,4.8,30.4,7,6,7,N,N,6,79.4,6,47.6,6,7,9,5,N,7,,,0,523,24,N,N,N,,,,,,,,,0,,1,L,1,,1,0,1994,1,0,0,1,11,1,,Y,N,29341,2046,0,N,17,F,6,703.56,ST,724,38.618433,-90.166225,-90.1662250004336,38.618432999938
135071,17,82992900000000,1,8,1,0,0,8,163,1660,MISS RIV/RR/MSS6000,,FAU 9187A & MET LI,E ST LOUIS,99.99,0.016,1,99187A0000,0,38374409,90104326,3,3,26,26,16,1874,4,2,6550,2023,2,12.5,0,0,0,1,1,1,1,1,1,9.8,157.6,A,4,8,3,0,0,0,4,41,15.2,158.5,1221.3,1.8,1.8,14,16.6,99.99,H,99.99,H,30.4,0,6,5,5,6,N,7,89.1,7,89.1,5,2,9,5,8,6,31,1,1112.8,422,24,Y24,Y60,N,722,1019,,8850,885,9735,,297,99,12992,0,N,2,,0,0,2003,1,2,0,0,6,0,5,Y,3,14746,2046,0,N,17,F,5,20273.58,ST,724,38.628914,-90.178683,-90.1786830002872,38.6289139997522,
291398,29,12013,1,1,1,70,0,5,510,65000,CST BRANCH ST,,IS 70 E,S 14 T 46 N R 2 E,99.99,400.103,1,19,0,38392008,90114295,1,3,1,1,11,1999,8,2,113474,2023,9,46.3,3,37,0,1,1,1,1,5,N,0,0,A,1,1,2,1,0,0,3,0,16.4,19.8,46.3,0,0,46.3,48.4,99.99,H,4.83,H,2,0,6,6,7,N,N,1,65.7,1,39.6,6,9,4,5,N,8,,,0,723,24,N,N,N,,,,,,,,,,,1,N,2,,1,0,0,1,5,0,1,18,1,,Y,N,141843,2043,,N,29,F,6,2240.92,AM,1202,38.655528,-90.195094,-90.1950939997175,38.6555279999098,
306509,29,33276,1,5,1,0,0,5,510,65000,RP IS44W TO BROADWAY  IS,,CASS AVE E,S 14 T 45 N R 7 E,99.99,3.809,0,,,38382300,90111421,2,3,1,1,16,2011,4,9,4088,2023,0,16.3,0,38,0,1,1,N,N,4,N,0,0,P,5,1,4,2,0,0,3,0,16.3,41.8,118.9,1.5,1.5,16.3,20.6,99.99,H,7.6,H,1.8,1.5,6,7,7,N,N,1,53.1,1,31.5,7,4,3,5,N,8,,,0,723,24,N,N,N,,,,,,,,,,,0,N,2,,0,0,0,1,1,0,1,10,0,,Y,N,5723,2043,,N,29,F,6,2449.34,ST,724,38.639722,-90.187281,-90.187280999552,38.6397219997051,
309094,29,35745,1,1,1,44,0,5,510,65000,CST 39TH ST,,IS 44 W,S 28 T 45 N R 7 E,99.99,8.264,1,10,0,38370224,90144203,2,3,1,1,11,2018,4,2,40545,2023,0,19.3,0,0,0,1,1,1,1,4,N,0,0,A,1,1,5,4,0,0,1,0,14.9,18.3,19.4,0,0,20.3,21.1,99.99,H,4.98,H,1.5,0,7,7,8,N,N,1,74.7,1,44.1,7,6,4,5,N,8,,,0,823,24,N,N,N,,,,,,,,,,,1,L,1,,1,0,0,1,1,0,1,12,1,,Y,N,50681,2043,,N,29,G,7,409.34,ST,724,38.617289,-90.245008,-90.2450080000458,38.6172890000172,
292202,29,13133,1,5,1,0,0,5,510,65000,MO PAC  BN  N&W RR,,COMPTON AVE,S 363 T 45 N R 7 E,99.99,0.161,0,,,38373592,90134381,1,3,4,4,16,1965,4,0,14270,2023,5,13.4,0,27,0,0,0,0,0,5,N,0,0,P,1,2,4,2,0,0,28,0,13.4,17.1,411.8,1.2,1.2,13.4,16.7,99.99,R,6.88,N,0,0,4,3,5,N,N,2,29.7,2,21.6,3,2,N,5,N,8,31,1,41.2,423,12,N,N,N,,,,13519,1352,20278,2024,,,,0,N,2,,0,0,0,1,6,0,0,5,0,,Y,N,19265,2043,,N,29,P,3,6877.06,MM,603,38.626525,-90.228867,-90.2288670000539,38.6265249997606,
307571,29,34265,1,5,1,0,0,5,510,65000,IS 64  RP BOYLE AVE TO I,,TOWER GROVE AVE S,S 17 T 45 N R 7 E,99.99,0.208,0,,,38375151,90151707,5,3,1,1,17,2014,2,9,8122,2023,0,8.5,0,25,0,1,1,N,N,4,N,0,0,A,5,1,5,2,0,0,3,0,8.5,23.8,64,1.7,1.7,8.5,13.3,99.99,H,5.25,H,7.4,6.7,7,7,7,N,N,1,86.4,1,35.1,7,4,7,5,N,7,,,0,723,24,N,N,N,,,,,,,,,,,0,N,2,,0,0,0,1,1,8,1,10,0,,Y,N,12183,2043,,N,29,G,7,851.2,ST,724,38.630975,-90.254742,-90.2547419998358,38.6309750000435,
291988,29,12820,1,5,1,0,0,5,510,65000,BNSF RR,,VANDEVENTER AVE,S 20 T 45 N R 7 E,99.99,0,0,,,38371820,90152272,1,3,4,4,16,1984,4,0,13530,2023,5,14.6,0,47,1,0,0,0,0,5,N,0,0,P,1,2,4,2,0,0,3,0,14.6,20.7,59.7,1.5,1.5,14.6,18.1,99.99,R,6.71,N,0,0,7,6,7,N,N,2,56.7,2,37.8,6,2,N,5,N,8,35,1,7,423,24,N,N,N,,,,1564,156,2346,2024,,,,0,N,2,,0,0,0,1,1,0,1,5,0,,Y,N,18266,2043,,N,29,F,6,1080.57,AM,1202,38.622603,-90.255331,-90.2553310000147,38.6226030001803,
296032,29,1845,1,1,1,44,0,5,510,65000,UNION PACIFIC RR,,IS 44 W,S 20 T 45 N R 6 E,99.99,9.724,1,10,0,38370737,90154296,1,3,1,1,11,1970,4,0,35876,2023,0,20.3,0,43,0,1,1,1,1,5,N,0,0,P,1,2,4,2,0,0,3,0,20.4,29,70.4,0,0,20.3,21.1,99.99,R,6.97,R,4,0,7,7,6,N,N,1,47.7,1,28.8,6,6,5,5,N,8,,,0,823,24,N,N,N,,,,,,,,,,,1,L,1,,1,0,2018,1,1,0,1,12,1,,Y,N,44845,2043,,N,29,F,6,1485.44,AM,1202,38.618639,-90.262011,-90.2620110000282,38.6186390003152,
292921,29,14196,1,5,1,0,0,5,510,65000,RVR DES PERES LAGO,,MCKINLEY DR,S 2037 T 45 N R 6 E,99.99,1.127,0,,,38382343,90165572,1,3,12,4,19,1997,2,0,4000,2022,0,10.1,0,0,0,0,0,0,0,5,0,0,0,P,1,5,2,19,0,0,1,0,10.1,11,11.6,2,2,0,0,99.99,N,0,N,0,0,N,N,N,8,8,2,54,2,32.4,8,N,N,5,9,8,,,0,422,24,N,N,N,,,,,,,,,,,0,N,2,,0,0,0,N,N,N,N,5,0,,Y,8,5400,2042,,N,29,G,8,117.16,MM,603,38.639933,-90.282158,-90.2821580001988,38.639933000006,
134610,17,82002300000000,1,1,1,55,0,8,163,1660,RAMPS TO/FROM MLK DR,,I-55/64, US 40 EB,E ST LOUIS,99.99,3.235,1,0000I05500,0,38374559,90092405,16,3,1,1,11,1961,3,2,52650,2019,6,14,0,17,0,1,1,1,N,5,N,0,0,A,1,1,4,2,0,0,2,0,14.4,15.2,28.7,0,0,14,15,99.99,H,4.5,H,2.4,30.4,7,7,6,N,N,6,62.9,6,37.6,6,4,4,5,N,8,,,0,523,24,N,N,N,,,,,,,,,0,,1,N,1,,1,0,1993,1,0,0,1,10,1,,Y,N,53177,2046,0,N,17,F,6,430.5,ST,724,38.629331,-90.156681,-90.1566809997161,38.6293310001301
312752,29,6531,1,1,1,44,0,5,510,65000,CST 4TH ST  RP IS44W T,,IS 44 E,S 30 T 46 N R 7 E,99.99,469.921,1,9,0,38375840,90110932,1,3,1,1,11,1958,6,26,65570,2023,5,15.2,2,5,1,1,1,1,1,5,N,0,0,P,1,1,4,2,0,0,30,0,12.2,40.5,781.8,0,0,25.9,27.4,99.99,H,4.27,H,1.6,0,6,5,7,N,N,1,40.5,1,24.3,5,4,3,5,N,7,35,1,78.2,623,24,Y24,N,Y24,623,,623,27568,2757,41352,2024,,,,1,R,2,,1,0,1997,1,1,0,1,18,1,,Y,N,81963,2043,,N,29,F,5,21421.32,MM,403,38.638097,-90.186331,-90.186330999698,38.6380969997696,
134616,17,82002900000000,1,3,1,203,0,8,163,3445,DRNG TO CAHOKIA CNL,,IL 203,0.1 M N OLD US 40,99.99,0.097,1,0000S20300,0,38383389,90073803,2,3,1,1,16,1960,4,0,3500,2023,5,17.7,3,10,1,1,1,1,1,5,0,0,0,A,1,5,4,2,0,0,3,0,19.5,9.8,28,0,0,16.5,20.1,99.99,N,0,N,0,0,5,6,7,7,N,6,56.7,6,34,6,4,N,5,7,8,,,0,124,24,N,N,N,,,,,,,,,0,,0,N,2,,1,0,1993,1,0,0,0,16,0,,Y,8,4040,2046,0,N,17,F,5,562.8,ST,724,38.642747,-90.127231,-90.1272309997508,38.6427469997391,
306646,29,33405,1,5,1,0,0,5,510,65000,UPRR  METRO  SCOTT AVE,,GRAND AVE,S 35 T 45 N R 6 E,99.99,6.626,0,,,38374892,90140674,2,3,4,4,14,2011,4,2,30000,2023,0,18.9,3,0,0,1,1,1,1,4,N,0,0,A,5,4,4,2,0,0,3,0,9.4,67.1,176.2,3,3,18.9,29.3,99.99,H,5.79,R,2.7,0,7,8,8,N,N,3,47.7,3,36.9,8,6,4,5,N,8,,,0,323,24,N,N,N,,,,,,,,,,,0,N,2,,1,0,0,1,1,0,0,8,0,,Y,N,40500,2043,,N,29,G,7,5162.66,ST,724,38.630256,-90.235206,-90.2352059995855,38.6302560001591,
306921,29,33657,1,3,7,0,0,5,510,65000,IS 44,,RP IS70W TO TUCKER,S 14 T 45 N R 7 E,99.99,0.124,1,1039828,0,38383588,90111978,2,3,1,1,11,2013,2,10,3228,2023,0,11.6,0,12,0,1,1,1,1,4,N,0,0,A,1,1,6,4,0,0,2,0,11.6,38.4,72.2,0,0,11.6,12.4,99.99,H,4.73,H,1.7,0.9,7,7,8,N,N,1,67.5,1,38.7,7,9,3,5,N,8,,,0,723,24,N,N,N,,,,,,,,,,,0,R,1,,1,0,0,1,1,0,1,8,0,,Y,N,4035,2043,,N,29,G,7,895.28,ST,724,38.6433,-90.188828,-90.1888279999808,38.6432999998388,
134607,17,82001800000000,1,1,1,55,0,8,163,3445,DRAINAGE CANAL,,I-55/70 & US 40 WB,1/2 mi E of E St Lou,99.99,6.003,1,0000I05500,0,38383308,90075476,2,3,1,1,11,1960,3,0,33650,2021,6,14.6,0,41,0,1,1,1,1,5,0,0,0,A,1,5,4,2,0,0,3,0,15.6,13.4,38.1,0,0,15.6,17.1,99.99,N,0,N,0,0,5,7,7,8,N,6,65.4,6,35.6,7,5,N,5,9,8,,,0,523,24,N,N,N,,,,,,,,,0,,1,L,1,,1,0,,1,9,0,0,16,1,,Y,8,33987,2046,0,N,17,F,5,651.51,ST,724,38.642522,-90.131878,-90.1318779999869,38.64252200027,
297197,29,2004,1,5,1,0,0,5,510,65000,IS 44  IS 44,,MACKLIND AVE S,S 19 T 45 N R 7 E,99.99,1.167,0,,,38370895,90163602,3,3,1,1,17,1969,2,8,4122,2023,5,11,0,5,0,0,0,0,0,5,N,0,0,P,1,1,2,1,0,0,3,0,11,22.6,55.8,1.5,1.5,11,14.5,99.99,H,4.62,H,3.4,3.7,5,5,6,N,N,2,48.6,2,32.4,5,5,4,5,N,8,,,0,823,24,N,N,N,,,,,,,,,,,0,N,2,,0,0,1984,1,6,1,0,5,0,,Y,N,6183,2043,,N,29,F,5,809.1,AM,1202,38.619033,-90.276678,-90.2766780002846,38.6190329999545,
303532,29,3030,1,3,7,0,0,5,510,65000,CST FOREST PARK AVE,,RP MARKET ST TO IS,S 22 T 45 N R 7 E,99.99,0.232,1,102881,0,38375303,90134786,5,3,1,1,11,1981,1,2,4640,2023,6,5.5,0,35,0,1,1,1,1,5,N,0,0,A,1,1,6,2,0,0,3,0,7.9,16,47.5,0.2,0.2,7.6,8.6,99.99,H,5.49,H,1.6,2.2,6,7,7,N,N,1,62.1,1,32.4,7,7,3,5,N,8,,,0,723,24,N,N,N,,,,,,,,,,,0,L,1,,1,0,0,1,1,0,1,18,0,,Y,N,5800,2043,,N,29,F,6,408.5,AM,1202,38.630175,-90.227542,-90.2275420002811,38.6301749999573,
134770,17,82025300000000,1,8,1,0,0,8,163,1660,UPRR,,I-55/64 WB CD R-LI,PIER G1 TO PIER A21,99.99,0.628,1,1007007003,40,38371346,90095869,5,3,1,1,11,1969,2,0,8350,2017,5,10,0,0,1,1,N,N,N,5,N,0,0,A,1,2,4,2,0,0,6,0,11.3,41.5,205.8,0,0,10.9,11.9,99.99,R,10.36,H,3.7,0,7,4,5,N,N,6,79.7,6,47.6,4,4,8,5,N,8,,,0,1223,12,Y24,N,N,1223,,,,,,,,,,0,N,1,,1,0,1990,1,0,0,1,14,0,,Y,N,16867,2046,0,N,17,P,4,2449.02,ST,724,38.620406,-90.166303,-90.1663030002514,38.6204060001131,
134776,17,82025900000000,1,3,1,15,0,8,163,787,A&SRR,,IL 15 / Missouri A,0.50 mi NW of IL 163,99.99,5.52,1,0000S01500,0,38353740,90071482,6,3,1,1,14,1980,4,0,13800,2023,5,21.9,3,0,0,1,1,1,1,5,N,0,0,A,1,2,4,2,0,0,3,0,13.3,23.2,58.8,0,0,21.9,27.2,99.99,R,7.01,H,4,0,7,8,6,N,N,8,34.7,8,26.6,6,9,8,5,N,8,,,0,322,24,N,N,N,,,,,,,,,0,,0,N,2,,1,0,,1,0,0,1,9,0,,Y,N,12524,2046,0,N,17,F,6,1599.36,ST,724,38.593722,-90.120783,-90.1207830004392,38.5937219997461,
134676,17,82014400000000,1,8,1,0,0,8,163,1660,UPRR O2 8th9th10th Piggo,,"I-55/64 EB CD """"D""""",PIER D1 TO ABUT D46,4.85,0.016,1,1007007003,50,38370049,90104244,48,3,1,1,11,1969,2,2,22600,2017,6,9.6,0,0,1,1,0,1,0,5,N,0,0,A,7,4,4,3,0,0,46,0,10.4,41.8,1354.5,0,0,9.6,11,99.99,H,99.99,H,1.5,30.4,7,5,5,N,N,6,40.2,6,24,5,4,2,5,N,8,31,1,1354.5,224,24,Y24,N,N,224,,,239976,18900,258876,,,0,,0,L,1,,1,0,2021,1,9,0,0,10,0,,Y,N,22826,2046,0,N,17,F,5,14899.5,ST,724,38.616803,-90.178456,-90.1784559996081,38.6168030000911,
134799,17,82028800000000,1,8,1,0,0,8,163,1660,IL 3 TRRA UPRR MoAv 55-6,,MLK RAMP 2 WB,WEST APPROACH MLK,99.99,0.821,1,1007004022,40,38374380,90092648,2,3,1,1,11,1999,1,6,3000,2017,5,7.9,0,0,0,1,1,1,1,5,N,0,0,A,1,4,4,2,0,0,7,0,8.3,40.2,245.1,0,0,7.9,8.9,99.99,H,99.99,H,0,0,7,8,8,N,N,6,83.9,6,50.5,8,3,3,5,N,8,,,0,523,24,N,N,N,,,,,,,,,0,,0,N,1,,1,0,,1,0,0,1,2,0,,Y,N,3030,2046,0,N,17,G,7,2181.39,ST,724,38.628833,-90.157356,-90.1573560001088,38.6288330001396,
291810,29,1257,1,3,7,0,0,5,510,65000,RP IS64E TO 6TH ST,,RP BROADWAY TO IS6,S 13 T 45 N R 7 E,4.5,0.248,1,104537,0,38371910,90114525,8,3,1,1,11,1967,1,1,3859,2023,5,7.3,0,0,0,1,1,1,1,5,N,0,0,P,6,1,4,3,0,0,9,0,5.9,30.5,225.9,0.5,0.5,5.9,7.4,4.5,H,4.52,N,0,0,7,5,7,N,N,1,47.7,1,28.8,5,3,N,5,N,7,35,1,22.6,622,24,Y24,N,N,622,,,3073,307,4610,2024,,,,0,N,1,,1,0,0,1,5,0,0,19,0,,Y,N,4824,2043,,N,29,F,5,1671.66,MM,303,38.621242,-90.193403,-90.1934030002469,38.6212420000991,
134822,17,82031800000000,1,1,1,70,0,8,163,3445,NSRR TRRA Industrial Ave,,I-70 EB,1.4 mi N of I-55/64,99.99,1.577,1,0000I07000,0,38385537,90094057,2,3,1,1,11,2013,2,2,22150,2019,9,12.2,0,0,0,1,1,1,1,5,N,0,0,A,1,4,4,2,0,0,5,0,12.4,87.3,386.7,0,0,12.2,13,99.99,N,0,N,0,0,7,8,8,N,N,8,48,8,36.9,8,7,N,5,N,8,,,0,523,24,N,N,N,,,,,,,,,0,,1,R,1,,1,0,,1,0,0,1,14,1,,Y,N,22372,2046,0,N,17,G,7,5027.1,ST,724,38.648714,-90.161269,-90.161269000401,38.6487140000269,
134722,17,82020300000000,1,8,1,0,0,8,163,1660,"I-55/64 EB CD """"D"""" & UPRR",,"IL 3 NB TO EB CD """"",PIER P1 TO PIER H1,99.99,0.016,1,2031204001,20,38364789,90101628,2,3,1,1,11,1972,1,2,3350,2017,6,7.6,0,0,1,1,N,N,N,5,N,0,0,A,7,4,4,3,0,0,15,0,7.9,37.2,449.6,0,0,7.6,8.5,99.99,H,99.99,H,1.5,30.4,6,5,5,N,N,6,48.6,6,28.5,5,2,3,5,N,6,,,0,323,24,Y24,N,N,323,,,,,,,,0,,0,N,1,,1,0,2004,1,9,0,0,19,0,,Y,N,3384,2046,0,N,17,F,5,3821.6,ST,724,38.613303,-90.171189,-90.1711889999638,38.613303000233,
304614,29,31443,1,3,7,0,0,5,510,65000,CST BRDWAY,,RP 6TH ST TO IS64E,S 23 T 45 N R 7 E,99.99,0.164,1,979856,0,38371761,90113946,2,3,1,1,11,2006,1,4,5849,2023,9,6.7,0,0,0,1,1,1,1,4,N,0,0,A,1,1,4,2,0,0,5,0,6.7,35.1,155.7,0,0,6.7,7.5,99.99,H,4.83,H,4.7,0,7,9,7,N,N,1,81.9,1,49.5,7,6,6,5,N,8,,,0,622,24,N,N,N,,,,,,,,,,,0,N,1,,1,0,0,1,1,0,1,18,0,,Y,N,7311,2043,,N,29,G,7,1167.75,ST,724,38.621558,-90.194294,-90.1942939996514,38.6215579997319,
134839,17,82037700000000,1,8,1,0,0,8,163,1660,FAI 64 in E ST Louis,,15TH ST-FAU 9155,0.79 E OF FAI 70,99.99,0.032,0,,,38373649,90081895,2,3,1,1,17,2012,2,6,1150,2018,9,14.6,0,0,1,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,2,0,16.3,36.2,64.9,0,0,14.6,17.7,99.99,H,5.49,H,2.4,5.6,8,8,8,N,N,8,60.9,8,47,8,9,3,5,N,8,,,0,223,24,N,N,N,,,,,,,,,0,,0,N,2,,0,0,,1,0,0,1,12,0,,Y,N,1162,2046,0,N,17,G,8,1148.73,ST,724,38.626803,-90.138597,-90.1385970003585,38.6268030001876,
